,Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,USCS,Lithology,Density / Consistency
3479,1600,47.58898503,-122.3099774,113.9,1,108.9,11.0,2,111.4,106.4,"Sandy silt with gravel, gray to brown, medium dense, moist, plastic, organics",ML,Sandy silt,Stiff
3480,1600,47.58898503,-122.3099774,113.9,2,103.9,11.0,3,106.4,101.4,"Gravelly silt with sand, fine- to coarse- grained sand, dark brown to gray, medium dense, moist, organics, limonite stains",ML,Gravelly silt,Stiff
3481,1600,47.58898503,-122.3099774,113.9,3,98.9,23.0,4,101.4,96.4,"Sandy silt with trace gravel, gray to blue-gray, gray pugs, medium dense, moist, organics",ML,Sandy silt,Very stiff
3482,1600,47.58898503,-122.3099774,113.9,4,93.9,80.0,5,96.4,88.4,"Silty sand with gravel, fine- to medium-grained sand, gray to brown, very dense, moist",SM,Silty sand,Very Dense
3483,1600,47.58898503,-122.3099774,113.9,5,88.9,25.0,5,96.4,88.4,"Silty sand with gravel, fine- to medium-grained sand, gray to brown, very dense, moist",SM,Silty sand,Dense
3484,1601,47.58893673,-122.3097326,113.5,1,105.0,12.0,2,112.800000012,101.5,"Sandy gravel, moist, debris, brick",,Fill,
3485,1601,47.58893673,-122.3097326,113.5,2,100.0,3.0,3,101.5,96.0,"Sandy lean clay with gravel, fine-to medium-grained sand, brown, saturated",CL,Sandy clay,Soft
3486,1601,47.58893673,-122.3097326,113.5,3,95.0,43.0,4,96.0,93.5,"Silty sand, fine-grained sand, tan to brown, very dense, moist",SM,Silty sand,Dense
3487,1677,47.53697909,-122.354647,289.7,1,287.2,5.0,2,288.7,277.7,"Brown, silty, fine to medium-grained sand, some gravel, moist, loose",,Fill,
3488,1677,47.53697909,-122.354647,289.7,2,282.2,7.0,2,288.7,277.7,"Brown, silty, fine to medium-grained sand, some gravel, moist, loose",,Fill,
3489,1677,47.53697909,-122.354647,289.7,3,277.2,16.0,3,277.7,260.7,"Brown to bluish-gray, low to medium plasticity silt with some sand, trace organics, moist, stiff to very stiff",ML,Silt,Very stiff
3490,1677,47.53697909,-122.354647,289.7,4,272.2,35.0,3,277.7,260.7,"Brown to bluish-gray, low to medium plasticity silt with some sand, trace organics, moist, stiff to very stiff",ML,Silt,Hard
3491,1677,47.53697909,-122.354647,289.7,5,267.2,35.0,3,277.7,260.7,"Brown to bluish-gray, low to medium plasticity silt with some sand, trace organics, moist, stiff to very stiff",ML,Silt,Hard
3492,1677,47.53697909,-122.354647,289.7,6,262.2,55.0,3,277.7,260.7,"Brown to bluish-gray, low to medium plasticity silt with some sand, trace organics, moist, stiff to very stiff",ML,Silt,Hard
3493,1678,47.53712995,-122.3546441,289.8,1,287.3,6.0,2,288.8,282.8,"Brown, silty fine sand, some gravel, occasional cobbles, moist, loose",,Fill,
3494,1678,47.53712995,-122.3546441,289.8,2,282.3,20.0,3,282.8,265.8,"Brown to gray, low plasticity silt, moist, stiff to very stiff",ML,Silt,Very stiff
3495,1678,47.53712995,-122.3546441,289.8,3,277.3,38.0,3,282.8,265.8,"Brown to gray, low plasticity silt, moist, stiff to very stiff",ML,Silt,Hard
3496,1678,47.53712995,-122.3546441,289.8,4,272.3,45.0,3,282.8,265.8,"Brown to gray, low plasticity silt, moist, stiff to very stiff",ML,Silt,Hard
3497,1678,47.53712995,-122.3546441,289.8,5,267.3,52.0,3,282.8,265.8,"Brown to gray, low plasticity silt, moist, stiff to very stiff",ML,Silt,Hard
3498,1701,47.62001035,-122.3119188,417.2,1,407.2,54.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3499,1701,47.62001035,-122.3119188,417.2,2,402.2,53.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3500,1701,47.62001035,-122.3119188,417.2,3,397.2,61.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3501,1701,47.62001035,-122.3119188,417.2,4,392.2,59.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3502,1701,47.62001035,-122.3119188,417.2,5,387.2,89.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3503,1701,47.62001035,-122.3119188,417.2,6,382.2,126.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3504,1701,47.62001035,-122.3119188,417.2,7,377.2,162.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3505,1701,47.62001035,-122.3119188,417.2,10,354.7,162.0,2,412.2,347.2,"Clean, dense medium sand with occasional gravel layers",,Sand,
3506,1704,47.61947309,-122.3119086,418.8,2,408.8,39.0,3,408.8,382.8,"Clean, dense medium sand with gravel strata",,Sand,
3507,1704,47.61947309,-122.3119086,418.8,4,398.8,43.0,3,408.8,382.8,"Clean, dense medium sand with gravel strata",,Sand,
3508,1704,47.61947309,-122.3119086,418.8,5,393.8,98.0,3,408.8,382.8,"Clean, dense medium sand with gravel strata",,Sand,
3509,1704,47.61947309,-122.3119086,418.8,6,383.8,122.0,3,408.8,382.8,"Clean, dense medium sand with gravel strata",,Sand,
3510,1707,47.6069511,-122.3122292,310.8,1,303.3,63.0,3,303.8,281.8,"Very dense, brown silty sand to fine sandy silt",,Silty sand,
3511,1707,47.6069511,-122.3122292,310.8,2,300.8,74.0,3,303.8,281.8,"Very dense, brown silty sand to fine sandy silt",,Silty sand,
3512,1720,47.56875965,-122.359807,183.7,1,181.2,60.0,1,183.7,170.7,Brown sandy silt with gravel,,Sandy silt,
3513,1721,47.56982852,-122.3598402,177.4,1,174.9,59.0,1,177.4,164.4,Brown fine and medium sandy silt,,Sandy silt,
3514,1736,47.55637477,-122.2650968,123.5,1,120.5,8.0,1,123.5,105.0,"Brown sandy silt, stiff, moist, fine grained sand, some organics",ML,Fill,Medium
3515,1736,47.55637477,-122.2650968,123.5,2,117.5,8.0,1,123.5,105.0,"Brown sandy silt, stiff, moist, fine grained sand, some organics",ML,Fill,Medium
3516,1736,47.55637477,-122.2650968,123.5,3,115.0,10.0,1,123.5,105.0,"Brown sandy silt, stiff, moist, fine grained sand, some organics",ML,Fill,Stiff
3517,1736,47.55637477,-122.2650968,123.5,4,110.0,11.0,1,123.5,105.0,"Brown sandy silt, stiff, moist, fine grained sand, some organics",ML,Fill,Stiff
3518,1736,47.55637477,-122.2650968,123.5,5,105.5,6.0,1,123.5,105.0,"Brown sandy silt, stiff, moist, fine grained sand, some organics",ML,Fill,Medium
3519,1736,47.55637477,-122.2650968,123.5,6,100.0,5.0,2,105.0,92.5,"Gray sandy silt, medium stiff, moist, with some gravel and clay, trace sand and organics",ML,Fill,Medium
3520,1736,47.55637477,-122.2650968,123.5,7,94.0,9.0,2,105.0,92.5,"Gray sandy silt, medium stiff, moist, with some gravel and clay, trace sand and organics",ML,Fill,Stiff
3521,1736,47.55637477,-122.2650968,123.5,8,90.0,6.0,3,92.5,86.5,"Mottled gray silt, medium stiff, wet, with some clay, trace to some sand and organics",ML,Silt,Medium
3522,1736,47.55637477,-122.2650968,123.5,9,85.0,14.0,4,86.5,82.5,"Light brown silt, stiff to very stiff, moist to wet, with some clay, trace fine sand, mottled, blocky, weathered",ML,Silt,Stiff
3523,1736,47.55637477,-122.2650968,123.5,10,80.0,28.0,5,82.5,79.5,"Dark gray silt, hard, moist, with some clay, trace fine sand, laminated",ML,Silt,Very stiff
3524,1765,47.60595785,-122.3387195,16.5,1,12.0,45.0,3,13.799999952,8.5,"Brown-red silty sand, loose, wet, with gravel, wood, brick",SM,Debris,Dense
3525,1765,47.60595785,-122.3387195,16.5,2,8.0,7.0,4,8.5,-2.2000007600000018,"Dark brown silty sand, loose, saturated, with wood, occasional gravel",SM,Fill,Loose
3526,1765,47.60595785,-122.3387195,16.5,3,3.0,1.0,4,8.5,-2.2000007600000018,"Dark brown silty sand, loose, saturated, with wood, occasional gravel",SM,Fill,Very loose
3527,1765,47.60595785,-122.3387195,16.5,4,-2.0,2.0,4,8.5,-2.2000007600000018,"Dark brown silty sand, loose, saturated, with wood, occasional gravel",SM,Fill,Very loose
3528,1765,47.60595785,-122.3387195,16.5,5,-7.0,63.0,6,-5.5,-16.0,"Gray sand, very dense, saturated, well graded, with little silt, occasional gravel, shell fragments",SW,Sand,Very Dense
3529,1765,47.60595785,-122.3387195,16.5,6,-9.5,53.0,6,-5.5,-16.0,"Gray sand, very dense, saturated, well graded, with little silt, occasional gravel, shell fragments",SW,Sand,Very Dense
3530,1765,47.60595785,-122.3387195,16.5,7,-11.5,74.0,6,-5.5,-16.0,"Gray sand, very dense, saturated, well graded, with little silt, occasional gravel, shell fragments",SW,Sand,Very Dense
3531,1766,47.60621349,-122.3385053,31.1,1,27.1,44.0,4,28.1,19.6,"Brown silty sand, dense, dry, with brick, wood",SM,Debris,Dense
3532,1766,47.60621349,-122.3385053,31.1,2,22.1,10.0,4,28.1,19.6,"Brown silty sand, dense, dry, with brick, wood",SM,Debris,Loose
3533,1766,47.60621349,-122.3385053,31.1,3,17.1,7.0,5,19.6,12.600000000000001,"Gray sandy silt, medium stiff, saturated with occasional gravel, and wood fragments",ML,Fill,Medium
3534,1766,47.60621349,-122.3385053,31.1,4,12.600000000000001,35.0,6,12.600000000000001,10.100000000000001,"Gray gravelly sand, dense, saturated",SW,Gravelly sand,Dense
3535,1766,47.60621349,-122.3385053,31.1,5,9.100000000000001,6.0,7,10.100000000000001,4.600000000000001,"Gray clayey silt, very stiff, saturated, fractured",ML,Clayey silt,Medium
3536,1766,47.60621349,-122.3385053,31.1,6,7.600000000000001,44.0,7,10.100000000000001,4.600000000000001,"Gray clayey silt, very stiff, saturated, fractured",ML,Clayey silt,Hard
3537,1768,47.6065147,-122.3381833,66.5,1,61.5,16.0,2,66.0,58.199999809,"Silt to silty sand with occasional wood and brick fragments, medium dense, moist",SM-SP,Fill,Medium
3538,1768,47.6065147,-122.3381833,66.5,2,56.5,38.0,3,58.199999809,52.5,"Gray silt with wood fragments, stiff, damp",ML,Fill,Hard
3539,1768,47.6065147,-122.3381833,66.5,3,51.5,66.0,4,52.5,47.5,"Gray silt, very hard, dry to damp",ML,Silt,Hard
3540,1769,47.60688273,-122.339015,42.1,1,38.1,13.0,2,41.1,36.1,"Brown sand to silty sand with some gravel and occasional pockets of gray clayey silt, loose, moist",SP-SM,Fill,Medium
3541,1769,47.60688273,-122.339015,42.1,2,33.1,48.0,3,36.1,3.1000000000000014,"Gray clayey silt with fractures, hard, damp to moist",ML,Clayey silt,Hard
3542,1769,47.60688273,-122.339015,42.1,3,28.1,30.0,3,36.1,3.1000000000000014,"Gray clayey silt with fractures, hard, damp to moist",ML,Clayey silt,Very stiff
3543,1769,47.60688273,-122.339015,42.1,4,23.1,45.0,3,36.1,3.1000000000000014,"Gray clayey silt with fractures, hard, damp to moist",ML,Clayey silt,Hard
3544,1769,47.60688273,-122.339015,42.1,5,18.1,55.0,3,36.1,3.1000000000000014,"Gray clayey silt with fractures, hard, damp to moist",ML,Clayey silt,Hard
3545,1770,47.60576934,-122.3385022,16.5,1,13.0,7.0,2,16.199999988,10.5,"Intermixed brown sand and silty sand with some gravel and fragments of wood and brick, loose to medium dense, moist",SM,Fill,Loose
3546,1770,47.60576934,-122.3385022,16.5,2,8.0,20.0,3,10.5,4.5,"Gray fine to medium sand with a trace of gravel, loose, damp",SP,Fill,Medium
3547,1770,47.60576934,-122.3385022,16.5,3,3.0,22.0,4,4.5,-3.0,"Dark gray to black, well graded sand with shell fragments, very loose to loose, damp",SW,Fill,Medium
3548,1770,47.60576934,-122.3385022,16.5,4,-2.0,11.0,4,4.5,-3.0,"Dark gray to black, well graded sand with shell fragments, very loose to loose, damp",SW,Fill,Medium
3549,1770,47.60576934,-122.3385022,16.5,5,-7.0,59.0,5,-3.0,-17.70000076,"Gray well graded sand with a trace of gravel and shell fragments, medium dense to dense, damp",SW,Fill,Very Dense
3550,1770,47.60576934,-122.3385022,16.5,9,-27.0,67.0,6,-17.70000076,-46.0,"Gray silty sand with some gravel, dense to very dense, damp",SM,Silty sand,Very Dense
3551,1772,47.60609765,-122.3376783,56.2,1,52.7,16.0,2,55.399999988000005,43.7,"Brown fine to medium sand with some gravel and a trace of silt, loose, dry",SP-SM,Fill,Medium
3552,1772,47.60609765,-122.3376783,56.2,2,47.7,13.0,2,55.399999988000005,43.7,"Brown fine to medium sand with some gravel and a trace of silt, loose, dry",SP-SM,Fill,Medium
3553,1772,47.60609765,-122.3376783,56.2,3,42.7,11.0,3,43.7,25.200000000000003,"Grades to mainly silty sand, loose, moist",SM,Silty sand,Medium
3554,1772,47.60609765,-122.3376783,56.2,4,37.7,10.0,3,43.7,25.200000000000003,"Grades to mainly silty sand, loose, moist",SM,Silty sand,Loose
3555,1772,47.60609765,-122.3376783,56.2,5,32.7,9.0,3,43.7,25.200000000000003,"Grades to mainly silty sand, loose, moist",SM,Silty sand,Loose
3556,1772,47.60609765,-122.3376783,56.2,6,27.700000000000003,21.0,3,43.7,25.200000000000003,"Grades to mainly silty sand, loose, moist",SM,Silty sand,Medium
3557,1772,47.60609765,-122.3376783,56.2,7,22.700000000000003,23.0,4,25.200000000000003,14.700000000000003,"Gray silt and sandy silt with a trace of organics, stiff, damp",ML,Fill,Very stiff
3558,1772,47.60609765,-122.3376783,56.2,8,17.700000000000003,45.0,4,25.200000000000003,14.700000000000003,"Gray silt and sandy silt with a trace of organics, stiff, damp",ML,Fill,Hard
3559,1772,47.60609765,-122.3376783,56.2,9,12.700000000000003,25.0,5,14.700000000000003,9.700000000000003,"Intermixed gray silt, sandy silt, and silty sand, stiff, damp",ML-SM,Fill,Dense
3560,1772,47.60609765,-122.3376783,56.2,10,7.700000000000003,18.0,6,9.700000000000003,5.700000000000003,"Gray silty sand to sandy silt with a trace of gravel, medium dense, damp, wet",SM,Fill,Medium
3561,1772,47.60609765,-122.3376783,56.2,11,2.700000000000003,172.0,7,5.700000000000003,-0.7999999999999972,"Gray silt with occasional pockets of sandy silt with gravel, very hard, damp",ML,Silt,Hard
3562,1773,47.60670609,-122.3382182,68.9,1,64.9,10.0,2,67.9,56.900000000000006,"Brown fine to medium sand, loose, damp",SP,Fill,Loose
3563,1773,47.60670609,-122.3382182,68.9,2,59.900000000000006,16.0,2,67.9,56.900000000000006,"Brown fine to medium sand, loose, damp",SP,Fill,Medium
3564,1773,47.60670609,-122.3382182,68.9,3,54.900000000000006,25.0,3,56.900000000000006,44.900000000000006,"Brown silty sand with a trace of gravel and occasional brick fragments, medium dense, damp",SM,Fill,Dense
3565,1773,47.60670609,-122.3382182,68.9,4,49.900000000000006,12.0,3,56.900000000000006,44.900000000000006,"Brown silty sand with a trace of gravel and occasional brick fragments, medium dense, damp",SM,Fill,Medium
3566,1773,47.60670609,-122.3382182,68.9,5,44.900000000000006,20.0,4,44.900000000000006,37.900000000000006,"Gray fine to medium sand with some silt, medium dense, wet",SP,Sand,Medium
3567,1773,47.60670609,-122.3382182,68.9,6,39.900000000000006,34.0,4,44.900000000000006,37.900000000000006,"Gray fine to medium sand with some silt, medium dense, wet",SP,Sand,Dense
3568,1773,47.60670609,-122.3382182,68.9,7,34.900000000000006,51.0,5,37.900000000000006,30.400000000000006,"Gray silty sand with a trace to some gravel, dense, wet",SM,Fill,Very Dense
3569,1773,47.60670609,-122.3382182,68.9,8,29.900000000000006,51.0,6,30.400000000000006,28.900000000000006,"Gray fine sand, dense, damp, wet",SP,Fill,Very Dense
3570,1774,47.60706604,-122.3385185,75.1,1,65.1,20.0,2,74.40000001199999,58.099999999999994,"Gray fine to medium sand with a trace to some silt, occasional gravel, fragments of brick and concrete, medium dense, moist",SP-SM,Fill,Medium
3571,1774,47.60706604,-122.3385185,75.1,2,60.099999999999994,5.0,2,74.40000001199999,58.099999999999994,"Gray fine to medium sand with a trace to some silt, occasional gravel, fragments of brick and concrete, medium dense, moist",SP-SM,Fill,Loose
3572,1774,47.60706604,-122.3385185,75.1,3,55.099999999999994,5.0,3,58.099999999999994,47.099999999999994,"Gray to brown, well graded sand to silty sand, medium dense, wet",SW-SM,Fill,Loose
3573,1774,47.60706604,-122.3385185,75.1,4,50.099999999999994,17.0,3,58.099999999999994,47.099999999999994,"Gray to brown, well graded sand to silty sand, medium dense, wet",SW-SM,Fill,Medium
3574,1774,47.60706604,-122.3385185,75.1,5,45.099999999999994,45.0,4,47.099999999999994,28.099999999999994,"Gray clayey silt, hard to very hard, moist",ML,Clayey silt,Hard
3575,1774,47.60706604,-122.3385185,75.1,6,40.099999999999994,73.0,4,47.099999999999994,28.099999999999994,"Gray clayey silt, hard to very hard, moist",ML,Clayey silt,Hard
3576,1774,47.60706604,-122.3385185,75.1,7,36.099999999999994,85.0,4,47.099999999999994,28.099999999999994,"Gray clayey silt, hard to very hard, moist",ML,Clayey silt,Hard
3577,1774,47.60706604,-122.3385185,75.1,8,30.099999999999994,45.0,4,47.099999999999994,28.099999999999994,"Gray clayey silt, hard to very hard, moist",ML,Clayey silt,Hard
3578,1774,47.60706604,-122.3385185,75.1,10,20.099999999999994,79.0,5,28.099999999999994,6.599999999999994,"Interlayered, gray clayey silt and silty, very fine sand with a trace of clay, dense, moist",SM-ML,Clayey silt,Very Dense
3579,1774,47.60706604,-122.3385185,75.1,14,0.09999999999999432,66.0,6,6.599999999999994,-4.900000000000006,"Gray silty sand with occasional gravel, very dense, moist",SM,Silty sand,Very Dense
3580,1775,47.60666244,-122.3395953,22.6,1,18.6,25.0,2,21.6,16.6,"Brown, fine to medium sand to silty sand with a trace of gravel and occasional pockets of gray silty clay, loose, moist",SP-SM,Fill,Dense
3581,1775,47.60666244,-122.3395953,22.6,2,13.600000000000001,11.0,3,16.6,-1.8999999999999986,"Intermixed brown, gray and orange sand and clayey silt with a trace of gravel and occasional brick and wood fragments, soft, moist to wet",ML-SM,Fill,Medium
3582,1775,47.60666244,-122.3395953,22.6,3,8.600000000000001,79.0,3,16.6,-1.8999999999999986,"Intermixed brown, gray and orange sand and clayey silt with a trace of gravel and occasional brick and wood fragments, soft, moist to wet",ML-SM,Fill,Very Dense
3583,1775,47.60666244,-122.3395953,22.6,5,0.10000000000000142,126.0,3,16.6,-1.8999999999999986,"Intermixed brown, gray and orange sand and clayey silt with a trace of gravel and occasional brick and wood fragments, soft, moist to wet",ML-SM,Fill,Very Dense
3584,1775,47.60666244,-122.3395953,22.6,6,-1.3999999999999986,82.0,3,16.6,-1.8999999999999986,"Intermixed brown, gray and orange sand and clayey silt with a trace of gravel and occasional brick and wood fragments, soft, moist to wet",ML-SM,Fill,Very Dense
3585,1775,47.60666244,-122.3395953,22.6,7,-6.399999999999999,56.0,4,-1.8999999999999986,-7.399999999999999,"Dark gray silty sand with some coarse sand and organic fragments and a trace of fine gravel, loose, wet",SM,Fill,Very Dense
3586,1776,47.60985417,-122.341676,125.1,1,122.6,9.0,1,125.1,113.1,"Loose brown to gray, gravelly, silty to clayey sand with rubble and ash",,Fill,
3587,1776,47.60985417,-122.341676,125.1,2,117.6,10.0,1,125.1,113.1,"Loose brown to gray, gravelly, silty to clayey sand with rubble and ash",,Fill,
3588,1776,47.60985417,-122.341676,125.1,3,112.6,38.0,2,113.1,106.1,"Dense, tan fine sand",,Sand,
3589,1777,47.60968121,-122.3415159,124.3,1,120.8,7.0,1,124.3,103.3,"Loose, brown to gray, gravelly, silty clayey sand with wood frags and ash",,Fill,
3590,1777,47.60968121,-122.3415159,124.3,2,115.8,4.0,1,124.3,103.3,"Loose, brown to gray, gravelly, silty clayey sand with wood frags and ash",,Fill,
3591,1777,47.60968121,-122.3415159,124.3,3,110.8,9.0,1,124.3,103.3,"Loose, brown to gray, gravelly, silty clayey sand with wood frags and ash",,Fill,
3592,1777,47.60968121,-122.3415159,124.3,4,105.8,22.0,1,124.3,103.3,"Loose, brown to gray, gravelly, silty clayey sand with wood frags and ash",,Fill,
3593,1777,47.60968121,-122.3415159,124.3,5,100.8,40.0,2,103.3,95.3,"Stiff to hard, blue clay",,Clay,
3594,1777,47.60968121,-122.3415159,124.3,6,95.8,38.0,2,103.3,95.3,"Stiff to hard, blue clay",,Clay,
3595,1778,47.60977585,-122.3416003,126.0,1,123.5,7.0,1,126.0,108.5,"Loose, brown to gray, silty to clayey sand with rubble and ash",,Fill,
3596,1778,47.60977585,-122.3416003,126.0,2,118.5,4.0,1,126.0,108.5,"Loose, brown to gray, silty to clayey sand with rubble and ash",,Fill,
3597,1778,47.60977585,-122.3416003,126.0,3,113.5,5.0,1,126.0,108.5,"Loose, brown to gray, silty to clayey sand with rubble and ash",,Fill,
3598,1778,47.60977585,-122.3416003,126.0,4,108.5,9.0,2,108.5,107.0,Stiff tan silt,,Silt,
3599,1778,47.60977585,-122.3416003,126.0,5,103.5,41.0,3,107.0,102.0,Hard blue clay,,Clay,
3600,1809,47.5681458,-122.3359218,20.2,1,17.7,19.0,2,19.2,9.2,"Brown to dark brown, poorly graded fine sand, medium dense",SP,Sand,Medium
3601,1809,47.5681458,-122.3359218,20.2,2,15.2,9.0,2,19.2,9.2,"Brown to dark brown, poorly graded fine sand, medium dense",SP,Sand,Loose
3602,1809,47.5681458,-122.3359218,20.2,3,10.2,4.0,2,19.2,9.2,"Brown to dark brown, poorly graded fine sand, medium dense",SP,Sand,Very loose
3603,1809,47.5681458,-122.3359218,20.2,4,6.199999999999999,3.0,3,9.2,5.199999999999999,"Brown silty sand, very loose",SM,Silty sand,Very loose
3604,1810,47.56747373,-122.3359392,19.6,1,17.1,14.0,2,18.6,11.600000000000001,"Brown, poorly graded fine sand, medium dense, moist",SP,Sand,Medium
3605,1810,47.56747373,-122.3359392,19.6,2,14.600000000000001,9.0,2,18.6,11.600000000000001,"Brown, poorly graded fine sand, medium dense, moist",SP,Sand,Loose
3606,1810,47.56747373,-122.3359392,19.6,3,9.600000000000001,10.0,3,11.600000000000001,4.100000000000001,"Brown silty fine to very fine sand, loose",SM,Silty sand,Loose
3607,1810,47.56747373,-122.3359392,19.6,4,5.600000000000001,5.0,3,11.600000000000001,4.100000000000001,"Brown silty fine to very fine sand, loose",SM,Silty sand,Loose
3608,1811,47.56822629,-122.3362082,17.0,1,14.5,19.0,2,15.0,8.5,"Brown poorly graded fine sand, medium dense, damp to moist",SP,Fill,Medium
3609,1811,47.56822629,-122.3362082,17.0,2,12.0,11.0,2,15.0,8.5,"Brown poorly graded fine sand, medium dense, damp to moist",SP,Fill,Medium
3610,1811,47.56822629,-122.3362082,17.0,3,7.0,16.0,3,8.5,3.0,"Brown silty sand, medium dense",SM,Silty sand,Medium
3611,1812,47.56688298,-122.3360162,19.9,1,17.4,19.0,1,19.9,15.399999999999999,"Brown poorly graded fine sand, medium dense, damp",SP,Fill,Medium
3612,1812,47.56688298,-122.3360162,19.9,2,14.899999999999999,16.0,2,15.399999999999999,11.899999999999999,"Brown silty sand, medium dense, wet",SM,Silty sand,Medium
3613,1812,47.56688298,-122.3360162,19.9,3,9.899999999999999,6.0,3,11.899999999999999,5.899999999999999,Brown fine sand loose,SP,Sand,Loose
3614,1813,47.56724709,-122.3362272,19.9,1,17.4,9.0,2,18.4,8.899999999999999,"Brown, poorly graded fine sand, loose, moist",SP,Sand,Loose
3615,1813,47.56724709,-122.3362272,19.9,2,14.899999999999999,9.0,2,18.4,8.899999999999999,"Brown, poorly graded fine sand, loose, moist",SP,Sand,Loose
3616,1813,47.56724709,-122.3362272,19.9,3,9.899999999999999,3.0,2,18.4,8.899999999999999,"Brown, poorly graded fine sand, loose, moist",SP,Sand,Very loose
3617,1814,47.56778908,-122.3362864,18.7,1,16.2,7.0,2,16.7,4.199999999999999,"Brown, poorly graded fine sand, loose, damp.",SP,Sand,Loose
3618,1814,47.56778908,-122.3362864,18.7,2,13.7,16.0,2,16.7,4.199999999999999,"Brown, poorly graded fine sand, loose, damp.",SP,Sand,Medium
3619,1814,47.56778908,-122.3362864,18.7,3,8.7,24.0,2,16.7,4.199999999999999,"Brown, poorly graded fine sand, loose, damp.",SP,Sand,Medium
3620,1814,47.56778908,-122.3362864,18.7,4,4.699999999999999,6.0,2,16.7,4.199999999999999,"Brown, poorly graded fine sand, loose, damp.",SP,Sand,Loose
3621,1823,47.54695731,-122.3513851,322.3,1,312.3,66.0,2,315.3,301.3,"Very dense, brown, slightly silty to silty sand with scattered coarse sand and gravel and a trace of organics, dry to moist",,Sand,
3622,1823,47.54695731,-122.3513851,322.3,2,309.8,82.0,2,315.3,301.3,"Very dense, brown, slightly silty to silty sand with scattered coarse sand and gravel and a trace of organics, dry to moist",,Sand,
3623,1823,47.54695731,-122.3513851,322.3,3,304.8,71.0,2,315.3,301.3,"Very dense, brown, slightly silty to silty sand with scattered coarse sand and gravel and a trace of organics, dry to moist",,Sand,
3624,1865,47.54779251,-122.2667125,336.9,1,334.4,2.0,1,336.9,331.4,"Gray brown very silty sand with some gravel, moist, very loose",SM,Silty sand,Very loose
3625,1865,47.54779251,-122.2667125,336.9,2,329.4,21.0,2,331.4,326.4,"Brown, very silty sand with some gravel and some gray silt mixed in, moist, medium-dense",SM,Silty sand,Medium
3626,1865,47.54779251,-122.2667125,336.9,3,324.4,9.0,3,326.4,321.4,"Brown silty sand with some gravel and mixed organics, small roots, and twigs mixed with red-brown silty sand, moist, loose",SM,Silty sand,Loose
3627,1865,47.54779251,-122.2667125,336.9,4,319.4,33.0,4,321.4,312.9,"Red-brown sand with some silt, dry, dense",SM,Sand,Dense
3628,1866,47.54784145,-122.2669207,337.3,1,334.8,22.0,1,337.3,331.8,"Brown and red-brown, silty sand, moist, medium-dense",SM,Silty sand,Medium
3629,1866,47.54784145,-122.2669207,337.3,2,329.8,27.0,2,331.8,321.8,"Gray sandy silt with some gravel, moist, medium dense",ML,Sandy silt,Very stiff
3630,1866,47.54784145,-122.2669207,337.3,3,324.8,18.0,2,331.8,321.8,"Gray sandy silt with some gravel, moist, medium dense",ML,Sandy silt,Very stiff
3631,1866,47.54784145,-122.2669207,337.3,4,319.8,9.0,3,321.8,318.8,"Brown sandy silt, moist, loose",ML,Sandy silt,Stiff
3632,1866,47.54784145,-122.2669207,337.3,5,314.8,34.0,5,317.3,308.3,"Red-brown silty sand, dry, dense",SM,Silty sand,Dense
3633,1867,47.54790804,-122.266688,329.2,1,326.7,17.0,1,329.2,323.7,"Gray silty sand and brown silty sand with some brick particles, moist, medium-dense",SM,Silty sand,Medium
3634,1867,47.54790804,-122.266688,329.2,2,321.7,50.0,2,323.7,318.7,"Gray silty sand, dry",SM,Silty sand,Dense
3635,1867,47.54790804,-122.266688,329.2,3,316.7,3.0,3,318.7,310.7,"Brown silty sand and sandy silt, moist very loose, decomposed branch",SM,Silty sand,Very loose
3636,1867,47.54790804,-122.266688,329.2,4,311.7,17.0,3,318.7,310.7,"Brown silty sand and sandy silt, moist very loose, decomposed branch",SM,Silty sand,Medium
3637,1868,47.54794266,-122.2669362,337.9,2,330.4,10.0,2,332.4,323.9,"Gray sandy silt with twigs and brick particles, moist, loose",ML,Sandy silt,Stiff
3638,1868,47.54794266,-122.2669362,337.9,3,325.4,14.0,2,332.4,323.9,"Gray sandy silt with twigs and brick particles, moist, loose",ML,Sandy silt,Stiff
3639,1868,47.54794266,-122.2669362,337.9,4,320.4,10.0,4,322.4,317.4,"Gray and red-brown silty sand, very moist, loose",SM,Silty sand,Loose
3640,1868,47.54794266,-122.2669362,337.9,5,315.4,7.0,5,317.4,312.4,"Brown, very silty sand, very moist, loose",SM,Silty sand,Loose
3641,1868,47.54794266,-122.2669362,337.9,6,310.4,22.0,6,312.4,307.4,"Gray silt with fine sand mottled with red-brown silty sand, moist, medium-dense",ML,Silt,Very stiff
